frequency,L1,H1,H1_smoothed
1269.5,2.0694441947208376e-23,2.1639567947214513e-23,2.6337283535667495e-23
1269.75,2.0903133710916272e-23,2.481407996733276e-23,2.6342103726165418e-23
1270.0,2.4298307854652726e-23,2.3307930525122302e-23,2.6346923983689012e-23
1270.25,1.9308188837686294e-23,2.3509646040009904e-23,2.6351744308201478e-23
1270.5,2.1652960258871913e-23,2.3564907332745634e-23,2.6356564699666056e-23
1270.75,2.4315468100270163e-23,1.937563941955963e-23,2.636138515804601e-23
1271.0,1.7106201484726367e-23,1.8104179361201338e-23,2.6366205683304635e-23
1271.25,1.2923549340459071e-23,2.0163814944262246e-23,2.6371026275405246e-23
1271.5,1.8854715315942256e-23,2.902906121292513e-23,2.637584693431119e-23
1271.75,1.7665747322736847e-23,2.711242658930475e-23,2.6380667659985832e-23
1272.0,2.105245093116263e-23,1.7681680684813536e-23,2.6385488452392575e-23
1272.25,2.0017524171673045e-23,1.9948161635570495e-23,2.639030931149484e-23
1272.5,1.3941244737563954e-23,1.6424226935067478e-23,2.6395130237256063e-23
1272.75,1.903288193297304e-23,2.107445098392014e-23,2.639995122963974e-23
1273.0,1.745894877951635e-23,1.829685561414639e-23,2.6404772288609353e-23
1273.25,1.5782023275353918e-23,1.911208743248388e-23,2.640959341412845e-23
1273.5,1.7838488566438144e-23,1.3399176821354685e-23,2.6414414606160566e-23
1273.75,1.5876750757447674e-23,2.044652825952816e-23,2.6419235864669286e-23
1274.0,1.8722920107831905e-23,2.2348446068360264e-23,2.6424057189618222e-23
1274.25,2.6631443137665405e-23,1.7074685193063976e-23,2.6428878580971002e-23
1274.5,1.9312125226982512e-23,2.114087301157227e-23,2.643370003869128e-23
1274.75,1.3737896483353206e-23,1.792683411288808e-23,2.6438521562742742e-23
1275.0,1.6866471444908863e-23,1.620260264607675e-23,2.64433431530891e-23
1275.25,2.4942012111567987e-23,1.727483159907068e-23,2.644816480969409e-23
1275.5,2.1070980791503076e-23,2.0308157371743603e-23,2.6452986532521474e-23
1275.75,1.46813775545946e-23,1.698648626010567e-23,2.6457808321535033e-23
1276.0,2.0380483614773907e-23,2.156656105959596e-23,2.6462630176698592e-23
1276.25,2.2489123996291582e-23,1.8764719658220596e-23,2.6467452097975986e-23
1276.5,1.8516599086883238e-23,1.6325826092232972e-23,2.6472274085331065e-23
1276.75,1.6683294826081164e-23,1.8922429071238985e-23,2.6477096138727746e-23
1277.0,1.9590328844549446e-23,1.7627864752286224e-23,2.648191825812993e-23
1277.25,2.577691962801335e-23,2.1525648948310812e-23,2.648674044350157e-23
1277.5,2.3199027125563796e-23,2.4182010917469931e-23,2.649156269480662e-23
1277.75,1.8453175923230487e-23,2.2964631257282844e-23,2.649638501200909e-23
1278.0,1.9661076467386046e-23,2.3955156558680807e-23,2.6501207395072993e-23
1278.25,2.5422350129317553e-23,2.518282538809197e-23,2.650602984396237e-23
1278.5,2.841761066071764e-23,2.15695250891353e-23,2.6510852358641295e-23
1278.75,2.4687390388017526e-23,1.8092576070155977e-23,2.651567493907388e-23
1279.0,2.13085886809546e-23,1.644144150562226e-23,2.652049758522422e-23
1279.25,2.073410816070153e-23,2.3249827362239813e-23,2.652532029705649e-23
1279.5,2.0297573875781496e-23,1.8795079791101024e-23,2.6530143074534843e-23
1279.75,1.8867569717799577e-23,1.4924129100610058e-23,2.6534965917623487e-23
1280.0,2.121277024816449e-23,1.5817258932744346e-23,2.653978882628666e-23
1280.25,2.580766448301042e-23,1.3908443841808036e-23,2.654461180048859e-23
1280.5,2.1383567339035774e-23,1.5129237881775252e-23,2.6549434840193565e-23
1280.75,1.5300093852321457e-23,1.7901605414593367e-23,2.6554257945365886e-23
1281.0,1.2084886756265454e-23,1.633414207678562e-23,2.655908111596988e-23
1281.25,1.5446621528218574e-23,2.054125647956173e-23,2.65639043519699e-23
1281.5,1.4497126997960512e-23,1.8944325353661092e-23,2.656872765333032e-23
1281.75,2.3117953816032598e-23,1.7503735311398073e-23,2.6573551020015544e-23
1282.0,2.70326518630394e-23,2.0977662992285017e-23,2.657837445199e-23
1282.25,1.9058110674032235e-23,2.3085120694062132e-23,2.658319794921815e-23
1282.5,1.5944920447432526e-23,2.1097865215498062e-23,2.6588021511664464e-23
1282.75,1.962430114016617e-23,1.2183277369218017e-23,2.6592845139293454e-23
1283.0,2.084547870573702e-23,1.3387856033589735e-23,2.659766883206964e-23
1283.25,1.7176624309854846e-23,1.719918353497922e-23,2.6602492589957586e-23
1283.5,1.8904511034464532e-23,1.2911302388679364e-23,2.6607316412921876e-23
1283.75,2.2129652258411105e-23,1.4538731906705893e-23,2.6612140300927097e-23
1284.0,2.0206825280617593e-23,1.5128944862854124e-23,2.66169642539379e-23
1284.25,1.764154508480928e-23,1.8842123392569945e-23,2.6621788271918925e-23
1284.5,1.6988772506456743e-23,2.052158165188714e-23,2.6626612354834874e-23
1284.75,1.4144879201666232e-23,2.4409346325354694e-23,2.663143650265043e-23
1285.0,1.5107824817076992e-23,2.304315913405709e-23,2.6636260715330335e-23
1285.25,1.8319151908608136e-23,1.6350983545164698e-23,2.664108499283935e-23
1285.5,2.008321518467166e-23,1.7222109839285467e-23,2.664590933514224e-23
1285.75,2.3811220512039575e-23,1.3814765522680317e-23,2.665073374220383e-23
1286.0,2.4325293194705138e-23,1.3197957050705371e-23,2.665555821398894e-23
1286.25,2.5194044614349926e-23,1.5349355961170523e-23,2.666038275046244e-23
1286.5,1.8003085399742775e-23,1.7434825026599127e-23,2.666520735158919e-23
1286.75,1.7998980174244065e-23,2.0076268574278113e-23,2.6670032017334115e-23
1287.0,2.0734222066488615e-23,1.7699043040959764e-23,2.6674856747662135e-23
1287.25,1.8589329459049945e-23,1.6591491304570818e-23,2.6679681542538214e-23
1287.5,1.7752121896318736e-23,1.7757221474254052e-23,2.668450640192734e-23
1287.75,2.0402838440637272e-23,2.051255469304706e-23,2.668933132579449e-23
1288.0,1.539777570682349e-23,2.077187210395786e-23,2.6694156314104724e-23
1288.25,1.1893189880378666e-23,2.0279585200016853e-23,2.669898136682308e-23
1288.5,1.7648819919804087e-23,2.1385858121285955e-23,2.6703806483914654e-23
1288.75,2.1290952594636094e-23,1.6818370210516912e-23,2.6708631665344544e-23
1289.0,2.0992290471095467e-23,1.686026178770173e-23,2.671345691107787e-23
1289.25,2.021131599590727e-23,1.931362633300378e-23,2.671828222107981e-23
1289.5,2.1308652764151907e-23,1.6788135399212563e-23,2.672310759531552e-23
1289.75,2.4361224844574126e-23,1.888781893699738e-23,2.672793303375021e-23
1290.0,1.725838076881122e-23,1.8161120886496637e-23,2.6732758536349117e-23
1290.25,2.2741499021520304e-23,1.86782912271092e-23,2.673758410307749e-23
1290.5,2.79798227621697e-23,1.875177686448991e-23,2.6742409733900605e-23
1290.75,2.5780111147339533e-23,1.612236335020561e-23,2.674723542878377e-23
1291.0,1.949450887602669e-23,1.4819613692629358e-23,2.67520611876923e-23
1291.25,1.839628634743608e-23,2.0422515674770196e-23,2.675688701059156e-23
1291.5,1.8923223631437203e-23,2.2182641888365282e-23,2.6761712897446926e-23
1291.75,1.7648869221953904e-23,2.0147617219489882e-23,2.676653884822379e-23
1292.0,2.0396045079979912e-23,2.260781133548842e-23,2.6771364862887583e-23
1292.25,2.389273186857687e-23,2.5778346154359417e-23,2.677619094140375e-23
1292.5,2.1659281002504203e-23,2.1398705103355357e-23,2.678101708373777e-23
1292.75,1.7230701052689094e-23,1.9314986712868462e-23,2.6785843289855145e-23
1293.0,2.022645706942949e-23,2.0413807226693457e-23,2.6790669559721393e-23
1293.25,2.0047307679178107e-23,2.0340100186903853e-23,2.679549589330206e-23
1293.5,2.0410712267712277e-23,2.4002554114331157e-23,2.680032229056273e-23
1293.75,1.9274521644530577e-23,2.0304672125581857e-23,2.680514875146898e-23
1294.0,1.3871855564013863e-23,1.4737018158908917e-23,2.6809975275986433e-23
1294.25,1.7362297596483928e-23,1.4990255371649915e-23,2.6814801864080755e-23
1294.5,2.1392674267030677e-23,1.8659681137421443e-23,2.681962851571759e-23
1294.75,1.7610565015739744e-23,1.7069371062639416e-23,2.682445523086266e-23
1295.0,1.7057864759851406e-23,1.7115397465428664e-23,2.6829282009481644e-23
1295.25,1.6956753472510652e-23,2.272731919350999e-23,2.683410885154032e-23
1295.5,1.894832487728382e-23,2.518789889184755e-23,2.683893575700444e-23
1295.75,1.3073287741999488e-23,2.7558855020127756e-23,2.684376272583979e-23
1296.0,1.568202159922394e-23,1.9756511995356627e-23,2.684858975801218e-23
1296.25,2.4383022953840815e-23,1.601924665516336e-23,2.6853416853487464e-23
1296.5,2.628579008588958e-23,1.883041477203722e-23,2.68582440122315e-23
1296.75,1.706345549703299e-23,2.525606095599525e-23,2.6863071234210175e-23
1297.0,1.774258287656451e-23,2.390535555815837e-23,2.6867898519389385e-23
1297.25,2.4727821450581477e-23,1.780439815968559e-23,2.687272586773509e-23
1297.5,2.1686421785047507e-23,1.8493883522121018e-23,2.687755327921323e-23
1297.75,1.5770140200912416e-23,1.6790558868834495e-23,2.6882380753789797e-23
1298.0,1.8038238523766954e-23,2.14199968131909e-23,2.688720829143079e-23
1298.25,1.7729482817908217e-23,1.667758894929867e-23,2.689203589210225e-23
1298.5,2.0630409177370022e-23,1.5218538298802197e-23,2.6896863555770227e-23
1298.75,2.1691433677786402e-23,1.3536722925614362e-23,2.6901691282400804e-23
1299.0,2.3684032466143836e-23,1.404159707433412e-23,2.6906519071960066e-23
1299.25,2.2966340786186835e-23,2.05237512603217e-23,2.6911346924414166e-23
1299.5,2.5472102202019344e-23,2.1125689321273936e-23,2.691617483972924e-23
1299.75,2.4995980354036819e-23,2.5173606824356074e-23,2.6921002817871465e-23
1300.0,2.5130950137805782e-23,2.638475258453219e-23,2.692583085880704e-23
1300.25,1.9880489195636908e-23,2.1073561691222925e-23,2.693065896250218e-23
1300.5,1.5286044951072717e-23,1.6499077340009385e-23,2.6935487128923136e-23
1300.75,1.5903340024615785e-23,1.8231203511208064e-23,2.694031535803618e-23
1301.0,1.7989964049546717e-23,2.0496269475229457e-23,2.6945143649807604e-23
1301.25,2.4431255729351335e-23,1.6689406135643103e-23,2.694997200420372e-23
1301.5,2.2612370726209988e-23,1.871367209594663e-23,2.695480042119088e-23
1301.75,2.337171094631782e-23,1.561347188220334e-23,2.6959628900735434e-23
1302.0,2.2983575625787647e-23,1.863226812970627e-23,2.6964457442803786e-23
1302.25,1.980278113631103e-23,1.8559147654352982e-23,2.6969286047362334e-23
1302.5,2.0510173369993987e-23,2.055850682843843e-23,2.6974114714377524e-23
1302.75,2.911543731822589e-23,1.599186882839304e-23,2.69789434438158e-23
1303.0,2.806922668912581e-23,1.7872960417997762e-23,2.6983772235643666e-23
1303.25,2.3714712240999698e-23,1.856828425952567e-23,2.698860108982761e-23
1303.5,1.8108068325905214e-23,1.9719477693756612e-23,2.6993430006334163e-23
1303.75,1.7505941064510506e-23,2.885490956886352e-23,2.6998258985129893e-23
1304.0,2.2424699363974975e-23,2.6637703949920913e-23,2.700308802618136e-23
1304.25,2.2821644475045477e-23,2.5754010654573164e-23,2.700791712945517e-23
1304.5,2.1065795730764763e-23,2.3658252927061533e-23,2.7012746294917953e-23
1304.75,1.6973626148026406e-23,2.0890518223331785e-23,2.701757552253635e-23
1305.0,2.0172473072058902e-23,2.1311115536403212e-23,2.7022404812277025e-23
1305.25,2.1123855575121618e-23,2.253811694872437e-23,2.702723416410669e-23
1305.5,1.9733709536534996e-23,2.1447892178865164e-23,2.7032063577992046e-23
1305.75,1.5068094051843355e-23,1.9915647455045297e-23,2.7036893053899835e-23
1306.0,1.8696317915608018e-23,1.8992349881728172e-23,2.7041722591796836e-23
1306.25,2.4934612541537125e-23,2.1686852833383353e-23,2.7046552191649807e-23
1306.5,2.4600425993798058e-23,1.938874281168897e-23,2.705138185342559e-23
1306.75,2.4227642873530146e-23,1.636907698516849e-23,2.705621157709101e-23
1307.0,2.0952228710276752e-23,1.6740456868149828e-23,2.706104136261291e-23
1307.25,1.658225482344775e-23,1.9384791656772455e-23,2.706587120995818e-23
1307.5,1.6419797791737417e-23,2.0248800113574146e-23,2.7070701119093724e-23
1307.75,2.033621905383075e-23,1.9057327162900112e-23,2.7075531089986473e-23
1308.0,1.976614850282368e-23,2.0418165069753692e-23,2.7080361122603373e-23
1308.25,2.1583084391768386e-23,2.032836973888398e-23,2.708519121691139e-23
1308.5,2.4546733433281588e-23,1.7705253427753688e-23,2.7090021372877534e-23
1308.75,2.0842402150015858e-23,1.457640690927688e-23,2.7094851590468814e-23
1309.0,1.7331802711342104e-23,1.985521851219191e-23,2.709968186965227e-23
1309.25,1.9535648843487187e-23,2.3300159660515475e-23,2.710451221039498e-23
1309.5,1.9587141614412167e-23,2.072487350528961e-23,2.710934261266403e-23
1309.75,1.9685866193701077e-23,1.856130383224285e-23,2.7114173076426514e-23
1310.0,1.9824019840365338e-23,2.09543431707127e-23,2.71190036016496e-23
1310.25,2.1204376414759074e-23,1.9169559097293175e-23,2.7123834188300406e-23
1310.5,1.890443337488842e-23,2.0188370563240544e-23,2.712866483634614e-23
1310.75,1.8617230569289225e-23,2.0039844249300617e-23,2.7133495545754006e-23
1311.0,2.2649423764878017e-23,1.8640622042568327e-23,2.713832631649121e-23
1311.25,1.8530575296355335e-23,2.313530193946603e-23,2.714315714852502e-23
1311.5,1.5948539775624933e-23,2.3318383039066397e-23,2.7147988041822707e-23
1311.75,1.9301063956565895e-23,2.5904883791951115e-23,2.7152818996351555e-23
1312.0,2.4061861387532087e-23,3.0611767145602697e-23,2.715765001207889e-23
1312.25,2.517021137907729e-23,2.134875038526152e-23,2.716248108897205e-23
1312.5,2.046178179638965e-23,2.4685080822591194e-23,2.716731222699841e-23
1312.75,2.3220198901508716e-23,2.7217332600578043e-23,2.7172143426125343e-23
1313.0,2.219758419568397e-23,2.3632154669027656e-23,2.717697468632026e-23
1313.25,2.3639505057734947e-23,1.8372196712501404e-23,2.7181806007550604e-23
1313.5,2.6197848022362828e-23,1.7122336178751655e-23,2.7186637389783807e-23
1313.75,2.5836755264411143e-23,1.9340647412281067e-23,2.719146883298738e-23
1314.0,2.325380183933814e-23,1.852442273331355e-23,2.71963003371288e-23
1314.25,2.293676637403525e-23,2.697687613179335e-23,2.720113190217559e-23
1314.5,1.8312135044882548e-23,2.4175073532456768e-23,2.72059635280953e-23
1314.75,1.555562614396784e-23,2.331709197914549e-23,2.72107952148555e-23
1315.0,1.7898804936706756e-23,2.2784756386817863e-23,2.721562696242378e-23
1315.25,1.781885619995028e-23,2.448057048523446e-23,2.722045877076776e-23
1315.5,2.4087863490008895e-23,2.3544810882268404e-23,2.722529063985506e-23
1315.75,2.877417640564208e-23,2.1248260875682383e-23,2.7230122569653353e-23
1316.0,2.0594361248931688e-23,1.6003443917370587e-23,2.723495456013032e-23
1316.25,2.1221009931185305e-23,1.8680103373506902e-23,2.723978661125366e-23
1316.5,2.4030886757445633e-23,2.068638162853146e-23,2.7244618722991096e-23
1316.75,1.8042885585544188e-23,2.4393142710462968e-23,2.7249450895310386e-23
1317.0,1.8652884050699226e-23,2.3260699851224238e-23,2.725428312817929e-23
1317.25,2.1303090481616666e-23,2.454948084912179e-23,2.725911542156562e-23
1317.5,1.9923591258853853e-23,2.494702720298825e-23,2.7263947775437167e-23
1317.75,1.923546251169153e-23,2.2220190562960882e-23,2.726878018976179e-23
1318.0,1.809507644372847e-23,1.9162305835928775e-23,2.727361266450735e-23
1318.25,2.336265347160408e-23,1.7408977898233518e-23,2.727844519964171e-23
1318.5,2.4383908832950193e-23,1.4299532621093387e-23,2.7283277795132793e-23
1318.75,1.807389839142999e-23,1.9967304312269004e-23,2.7288110450948526e-23
1319.0,1.9161924607772645e-23,2.4691430697248237e-23,2.729294316705686e-23
1319.25,2.372117745003794e-23,2.076153510398356e-23,2.729777594342576e-23
1319.5,3.045626309630509e-23,1.3086451532753278e-23,2.730260878002322e-23
1319.75,2.777219014532082e-23,1.649772083440932e-23,2.730744167681727e-23
1320.0,2.0088623758289034e-23,2.0303118254436045e-23,2.731227463377595e-23
1320.25,2.689042536130005e-23,1.7743158569596442e-23,2.73171076508673e-23
1320.5,2.325412765589297e-23,1.4598350460606726e-23,2.732194072805943e-23
1320.75,1.703828140157221e-23,1.6288830901218425e-23,2.7326773865320435e-23
1321.0,2.096600205215475e-23,1.7692245870989886e-23,2.733160706261843e-23
1321.25,2.6783763696467985e-23,2.1839669873484155e-23,2.733644031992159e-23
1321.5,2.1479323965145594e-23,1.7629037609216312e-23,2.7341273637198066e-23
1321.75,2.3310889560699273e-23,1.8698167473778836e-23,2.734610701441607e-23
1322.0,2.4079334468909878e-23,2.0478089753189845e-23,2.735094045154381e-23
1322.25,2.6067356335953474e-23,1.3204745173415296e-23,2.735577394854953e-23
1322.5,3.0054341691365484e-23,1.672486281358626e-23,2.736060750540148e-23
1322.75,2.975199176674654e-23,2.2557558392447006e-23,2.7365441122067955e-23
1323.0,2.1004880527713562e-23,1.638542933195838e-23,2.737027479851725e-23
1323.25,1.688538567719777e-23,1.6297947075481783e-23,2.7375108534717704e-23
1323.5,1.898010342124934e-23,1.7593174948699703e-23,2.7379942330637656e-23
1323.75,1.5710439585318265e-23,1.8702227866620176e-23,2.7384776186245485e-23
1324.0,1.9789302715572866e-23,1.8072401885202456e-23,2.7389610101509576e-23
1324.25,2.696580069169192e-23,1.9093846276691354e-23,2.739444407639834e-23
1324.5,2.826824396250452e-23,1.9350807562571418e-23,2.7399278110880236e-23
1324.75,2.4879005444756347e-23,2.3115598348241217e-23,2.740411220492369e-23
1325.0,2.3213579065661255e-23,2.2856161392695958e-23,2.740894635849721e-23
1325.25,1.9006873683245364e-23,2.3743477709422577e-23,2.741378057156929e-23
1325.5,1.8975290073466106e-23,2.2059944072638354e-23,2.741861484410845e-23
1325.75,2.2851217193114198e-23,1.8886227849274518e-23,2.742344917608324e-23
1326.0,2.05157274412527e-23,1.287417037095363e-23,2.7428283567462225e-23
1326.25,1.9443002507792482e-23,1.6916746051385733e-23,2.743311801821399e-23
1326.5,1.949069248709536e-23,2.2651626171657523e-23,2.7437952528307165e-23
1326.75,2.1492878870846623e-23,1.901935930248477e-23,2.744278709771036e-23
1327.0,2.3070247815386897e-23,1.6316908982246526e-23,2.7447621726392244e-23
1327.25,1.8393848337753516e-23,1.980255773625743e-23,2.745245641432149e-23
1327.5,1.701844818921976e-23,1.955516102005263e-23,2.7457291161466793e-23
1327.75,2.3911468476138417e-23,2.0420011379326944e-23,2.7462125967796873e-23
1328.0,1.6239248711507784e-23,1.83776818214275e-23,2.7466960833280486e-23
1328.25,1.3668209040481767e-23,1.98581022027482e-23,2.7471795757886374e-23
1328.5,1.8125563535380782e-23,1.8804074303848562e-23,2.747663074158333e-23
1328.75,1.579679608244758e-23,1.68713773815954e-23,2.7481465784340165e-23
1329.0,1.8889123280119032e-23,2.016198105069746e-23,2.74863008861257e-23
1329.25,2.1314081228047147e-23,2.3374409128589968e-23,2.749113604690879e-23
1329.5,2.1499405626996282e-23,2.1894665911809142e-23,2.74959712666583e-23
1329.75,2.7699980402120575e-23,2.1284631190165265e-23,2.750080654534313e-23
1330.0,2.5484983464255528e-23,1.4943441703444644e-23,2.7505641882932195e-23
1330.25,1.7862161867518804e-23,1.8565756184300776e-23,2.7510477279394423e-23
1330.5,2.109840149567718e-23,1.99304945175576e-23,2.7515312734698765e-23
1330.75,2.309081748773748e-23,1.988450855844706e-23,2.752014824881422e-23
1331.0,1.926013075949055e-23,2.6035740230201254e-23,2.7524983821709767e-23
1331.25,2.1545599080206272e-23,2.0987171720015207e-23,2.7529819453354437e-23
1331.5,1.4211808867716635e-23,1.731841747055705e-23,2.753465514371727e-23
1331.75,2.2104722297015855e-23,1.9601207871269406e-23,2.7539490892767337e-23
1332.0,2.228072866710322e-23,2.1132018285855155e-23,2.754432670047372e-23
1332.25,1.3778442985578147e-23,2.0867509975331817e-23,2.754916256680552e-23
1332.5,1.9472754779741713e-23,1.7307494009193115e-23,2.755399849173187e-23
1332.75,2.280233430903964e-23,2.140771457646914e-23,2.755883447522192e-23
1333.0,2.5700310249687948e-23,2.779797017411279e-23,2.756367051724483e-23
1333.25,2.3576387873526968e-23,2.2227135431662418e-23,2.7568506617769814e-23
1333.5,1.9450743849305846e-23,1.9735442226002975e-23,2.7573342776766064e-23
1333.75,2.066525742527355e-23,2.0438749766830043e-23,2.757817899420282e-23
1334.0,2.3881713940787408e-23,2.0611547280167114e-23,2.7583015270049346e-23
1334.25,2.1230276544637555e-23,1.846522346985525e-23,2.7587851604274905e-23
1334.5,2.5327099941813448e-23,1.7570780539778777e-23,2.759268799684881e-23
1334.75,2.5179377641845812e-23,2.162328291667951e-23,2.7597524447740375e-23
1335.0,2.7755120946438945e-23,2.2205080433571002e-23,2.7602360956918926e-23
1335.25,2.5917493357022284e-23,2.694027073172496e-23,2.760719752435385e-23
1335.5,2.569900782896008e-23,2.8333679150874186e-23,2.761203415001451e-23
1335.75,2.755400916028197e-23,2.700991687184192e-23,2.761687083387031e-23
1336.0,2.536409584001681e-23,2.6918382341497227e-23,2.7621707575890686e-23
1336.25,2.333947912937008e-23,2.103315110079557e-23,2.762654437604507e-23
1336.5,1.556416974847929e-23,2.1152922755552587e-23,2.763138123430294e-23
1336.75,1.535378180185756e-23,1.8558895111403882e-23,2.763621815063379e-23
1337.0,1.7667047185354218e-23,1.6544138400263984e-23,2.7641055125007104e-23
1337.25,2.1839361535384193e-23,1.8867943825405592e-23,2.7645892157392436e-23
1337.5,2.7261728390650715e-23,1.689278340669648e-23,2.7650729247759315e-23
1337.75,2.625877797106128e-23,1.6931270382862616e-23,2.7655566396077336e-23
1338.0,2.5583092885864778e-23,2.2112979963609076e-23,2.7660403602316085e-23
1338.25,2.251922676854401e-23,2.191689524830953e-23,2.7665240866445156e-23
1338.5,1.6829605206120802e-23,1.8887825869561e-23,2.7670078188434204e-23
1338.75,1.9491142779779655e-23,2.0484590557160948e-23,2.767491556825288e-23
1339.0,1.9507958257862495e-23,1.9814910277516367e-23,2.7679753005870856e-23
1339.25,2.2317040882765784e-23,2.245215053304183e-23,2.768459050125783e-23
1339.5,2.436667536874563e-23,1.507665959460749e-23,2.768942805438352e-23
1339.75,2.5624614193525095e-23,1.2534608179493538e-23,2.7694265665217667e-23
1340.0,1.9670140063590352e-23,1.8509910239110903e-23,2.7699103333730036e-23
1340.25,2.484413757126934e-23,2.3045893343646004e-23,2.770394105989038e-23
1340.5,2.339765362367558e-23,2.4492012077367462e-23,2.7708778843668537e-23
1340.75,2.2341001696922556e-23,1.9371054935328272e-23,2.771361668503431e-23
1341.0,2.1593144679477477e-23,2.616025253860653e-23,2.7718454583957533e-23
1341.25,2.976677965529012e-23,2.8428976299361796e-23,2.7723292540408084e-23
1341.5,2.666285513330142e-23,2.073537100621028e-23,2.772813055435584e-23
1341.75,2.5594513257885692e-23,1.1596223242294843e-23,2.7732968625770706e-23
1342.0,2.6605569231640337e-23,1.7679891255058436e-23,2.773780675462261e-23
1342.25,2.1855078725322133e-23,1.982429679463711e-23,2.774264494088149e-23
1342.5,1.9087975698898746e-23,1.7862058040525196e-23,2.7747483184517324e-23
1342.75,2.3521483944783735e-23,1.808278680874134e-23,2.775232148550008e-23
1343.0,1.9998352584990372e-23,2.6656747995501005e-23,2.7757159843799787e-23
1343.25,1.8143029661843297e-23,2.5094118492237697e-23,2.776199825938646e-23
1343.5,1.8569186204903216e-23,2.27870856649883e-23,2.776683673223015e-23
1343.75,1.9992211374037024e-23,2.2036488632740772e-23,2.777167526230092e-23
1344.0,2.170350615508486e-23,2.3629475378438536e-23,2.777651384956888e-23
1344.25,2.0032013009850057e-23,2.841911666765147e-23,2.778135249400412e-23
1344.5,2.5206026435155872e-23,2.8481195128357436e-23,2.7786191195576775e-23
1344.75,2.5466969714315284e-23,1.9457474375947093e-23,2.7791029954256994e-23
1345.0,2.2348700781532423e-23,1.867369528476115e-23,2.7795868770014957e-23
1345.25,1.4427096731577494e-23,2.329153727542409e-23,2.780070764282085e-23
1345.5,1.533715388098731e-23,1.9449766840483666e-23,2.780554657264488e-23
1345.75,2.3447708287241357e-23,1.8382208090738585e-23,2.781038555945729e-23
1346.0,2.3302610808274477e-23,1.6351010017742727e-23,2.781522460322833e-23
1346.25,1.727537724299499e-23,1.5977942367399797e-23,2.782006370392827e-23
1346.5,1.7261706361284827e-23,1.540609861014372e-23,2.7824902861527396e-23
1346.75,1.9784597146511778e-23,1.8621435652883716e-23,2.7829742075996045e-23
1347.0,2.4803733787852978e-23,1.682422072209338e-23,2.783458134730453e-23
1347.25,2.4418808859749493e-23,2.101183003760585e-23,2.783942067542321e-23
1347.5,2.555682321260492e-23,1.8033356795998956e-23,2.784426006032247e-23
1347.75,2.1026724695105645e-23,1.600963979371814e-23,2.78490995019727e-23
1348.0,2.5132139652523425e-23,1.5662042978749484e-23,2.785393900034431e-23
1348.25,2.710685136020417e-23,1.6406181602818517e-23,2.785877855540773e-23
1348.5,1.9820103634547475e-23,2.124106208438016e-23,2.7863618167133434e-23
1348.75,2.924779664180997e-23,1.7775513374242617e-23,2.7868457835491885e-23
1349.0,2.4990972371390148e-23,1.9234566334522692e-23,2.7873297560453586e-23
1349.25,2.0677032399945043e-23,2.380322462562124e-23,2.7878137341989044e-23
1349.5,1.811784758126392e-23,1.839497324911336e-23,2.7882977180068796e-23
1349.75,2.1218044346431116e-23,2.00919448382818e-23,2.788781707466341e-23
1350.0,1.7546208665494102e-23,2.209112629405872e-23,2.7892657025743454e-23
1350.25,1.9074671050581177e-23,2.4277366206589314e-23,2.7897497033279526e-23
1350.5,2.0213761796650712e-23,2.5414830936382994e-23,2.7902337097242243e-23
1350.75,1.6440088938450983e-23,2.134255715118205e-23,2.7907177217602246e-23
1351.0,1.8341834811027104e-23,2.3171853163877787e-23,2.7912017394330177e-23
1351.25,2.4611416291503298e-23,1.9991979386166923e-23,2.7916857627396737e-23
1351.5,2.274537169928779e-23,2.486507322728892e-23,2.7921697916772603e-23
1351.75,2.0976646133782306e-23,2.4069202797613343e-23,2.7926538262428494e-23
1352.0,1.7833956365615815e-23,1.9197153248352435e-23,2.7931378664335157e-23
1352.25,2.23912546562723e-23,2.123095355127433e-23,2.7936219122463335e-23
1352.5,2.0161942401633712e-23,2.3031516120458125e-23,2.794105963678382e-23
1352.75,1.6081426450836606e-23,2.2936013430819592e-23,2.794590020726739e-23
1353.0,2.0336074282368188e-23,1.9879813300762953e-23,2.795074083388488e-23
1353.25,2.0864543970450296e-23,2.0862940351797862e-23,2.7955581516607116e-23
1353.5,1.6207165740380536e-23,2.5679957789735517e-23,2.7960422255404953e-23
1353.75,1.818422053635788e-23,2.212557578984685e-23,2.796526305024927e-23
1354.0,1.9305663970768257e-23,2.0997392648022465e-23,2.7970103901110966e-23
1354.25,1.5331462928664232e-23,2.6454350756470486e-23,2.7974944807960955e-23
1354.5,1.400922293486863e-23,2.2523213672287336e-23,2.7979785770770164e-23
1354.75,1.510008899126107e-23,2.501062431069596e-23,2.798462678950956e-23
1355.0,1.5940417572807594e-23,2.5247307076045204e-23,2.798946786415012e-23
1355.25,1.9960209785249328e-23,2.4867385884483917e-23,2.799430899466282e-23
1355.5,2.3189206511329164e-23,2.708137818252532e-23,2.799915018101869e-23
1355.75,1.978609103786908e-23,1.9989082372571916e-23,2.800399142318877e-23
1356.0,2.0791376125332442e-23,2.0551099232227644e-23,2.8008832721144094e-23
1356.25,2.5989863140397676e-23,2.3611645312313326e-23,2.8013674074855745e-23
1356.5,2.2236820055122613e-23,1.968259412532586e-23,2.801851548429482e-23
1356.75,2.1816267733634213e-23,1.9443608203157884e-23,2.8023356949432433e-23
