frequency,L1,H1,H1_smoothed
263.25,6.533759708979839e-24,9.775833725430843e-24,8.771458045554604e-24
263.5,9.55044406499805e-24,8.040970918599382e-24,8.774413054917004e-24
263.75,8.171973781503765e-24,6.447351252705871e-24,8.777370140482962e-24
264.0,5.290510920237506e-24,7.429282904699695e-24,8.78032929889151e-24
264.25,4.494049824191368e-24,5.2979645462382656e-24,8.783290526793087e-24
264.5,6.406356496477598e-24,7.905361394164794e-24,8.786253820849467e-24
264.75,8.934177289433194e-24,9.230059435248688e-24,8.789219177733687e-24
265.0,6.961799135296538e-24,6.882037269273917e-24,8.792186594129966e-24
265.25,7.953034872951929e-24,6.5950782789842664e-24,8.795156066733642e-24
265.5,9.402924204845162e-24,8.67139101951803e-24,8.798127592251092e-24
265.75,8.559729130772788e-24,8.964107093870709e-24,8.801101167399672e-24
266.0,7.928753756265073e-24,1.0449099389658794e-23,8.804076788907632e-24
266.25,6.422154086093763e-24,1.0073324092600171e-23,8.807054453514055e-24
266.5,6.845809352951225e-24,8.129760555093915e-24,8.81003415796879e-24
266.75,9.070572506952639e-24,7.698278842278334e-24,8.813015899032374e-24
267.0,9.545098460068024e-24,8.163004681889134e-24,8.815999673475972e-24
267.25,7.19651269187105e-24,8.233691222433068e-24,8.818985478081302e-24
267.5,9.783271392810392e-24,7.629607337463241e-24,8.821973309640578e-24
267.75,8.12723808268836e-24,6.628431685683581e-24,8.824963164956432e-24
268.0,6.163350116990391e-24,6.934616244521677e-24,8.827955040841857e-24
268.25,7.589876120777192e-24,6.5513123930910034e-24,8.830948934120134e-24
268.5,9.906660919050761e-24,7.040058743279257e-24,8.833944841624777e-24
268.75,9.109853470170254e-24,6.382016401162583e-24,8.836942760199457e-24
269.0,7.290845801899837e-24,6.112236284077168e-24,8.839942686697949e-24
269.25,6.776133422204783e-24,6.044561081674896e-24,8.842944617984057e-24
269.5,6.983729949125573e-24,5.896584416472173e-24,8.845948550931566e-24
269.75,8.044876312780151e-24,8.772376918762576e-24,8.848954482424166e-24
270.0,7.878223693410033e-24,9.256471264188201e-24,8.851962409355396e-24
270.25,8.527160654175135e-24,8.175843898566567e-24,8.854972328628589e-24
270.5,7.746627702450534e-24,5.389343188769721e-24,8.857984237156797e-24
270.75,6.938139528995613e-24,6.089302234387313e-24,8.860998131862744e-24
271.0,7.41755382242617e-24,7.666103531430842e-24,8.86401400967876e-24
271.25,7.64466479203334e-24,7.805420748699322e-24,8.867031867546722e-24
271.5,6.1118775299501544e-24,8.355331871270517e-24,8.870051702418001e-24
271.75,7.720089772694756e-24,7.284026597171933e-24,8.873073511253389e-24
272.0,6.040641710123538e-24,6.435755378168075e-24,8.876097291023065e-24
272.25,8.071193570569441e-24,6.4855884464888695e-24,8.879123038706512e-24
272.5,9.007879818359544e-24,6.637512178270216e-24,8.88215075129248e-24
272.75,8.443584283920097e-24,5.848526764419623e-24,8.885180425778918e-24
273.0,6.2088774624972616e-24,6.105337387437201e-24,8.888212059172927e-24
273.25,6.284193553565411e-24,6.527161065555756e-24,8.891245648490692e-24
273.5,6.277896910002023e-24,6.094808341316804e-24,8.894281190757444e-24
273.75,5.778752794104005e-24,6.98623123741299e-24,8.897318683007388e-24
274.0,5.169801957400613e-24,7.879433292717677e-24,8.900358122283664e-24
274.25,6.704431250267877e-24,1.0775683836717634e-23,8.903399505638282e-24
274.5,8.958595294789125e-24,1.1156958738869816e-23,8.906442830132077e-24
274.75,8.489108394617238e-24,9.64436471014476e-24,8.909488092834648e-24
275.0,7.613250702949195e-24,9.042370373991216e-24,8.912535290824318e-24
275.25,6.713691917831905e-24,9.30220872535532e-24,8.915584421188067e-24
275.5,6.017237943863976e-24,9.345850390005111e-24,8.918635481021492e-24
275.75,8.263724607301516e-24,1.0156213675665708e-23,8.921688467428753e-24
276.0,7.741996741851645e-24,8.99480404522191e-24,8.924743377522519e-24
276.25,7.035179183945406e-24,9.629106331863179e-24,8.927800208423922e-24
276.5,7.998636564477888e-24,7.047958130816631e-24,8.930858957262502e-24
276.75,7.607365584536027e-24,6.643903031724011e-24,8.933919621176167e-24
277.0,9.090170745044122e-24,9.18044474791395e-24,8.936982197311135e-24
277.25,1.0529055283270669e-23,9.556840298150827e-24,8.940046682821887e-24
277.5,9.836185436881127e-24,9.172951899615519e-24,8.94311307487112e-24
277.75,9.317863386268897e-24,8.850990188535132e-24,8.946181370629702e-24
278.0,7.493912508950388e-24,9.070509846906809e-24,8.949251567276623e-24
278.25,6.90237640437777e-24,6.441935961670785e-24,8.95232366199894e-24
278.5,6.279127113484425e-24,8.342389436895248e-24,8.955397651991747e-24
278.75,8.49439499070279e-24,1.0051810377758654e-23,8.95847353445811e-24
279.0,9.350025958858107e-24,1.073310066184376e-23,8.961551306609036e-24
279.25,7.677010593485385e-24,8.378460293524335e-24,8.964630965663418e-24
279.5,5.51550528551599e-24,8.637883906674534e-24,8.967712508847993e-24
279.75,7.32156543378581e-24,1.1114357216965493e-23,8.9707959333973e-24
280.0,7.981927931361889e-24,1.1076677466832966e-23,8.973881236553629e-24
280.25,5.607795494911716e-24,7.580225507356876e-24,8.976968415566985e-24
280.5,6.2201850361609426e-24,8.070520253247869e-24,8.980057467695038e-24
280.75,8.231333391998282e-24,1.0726712423921253e-23,8.983148390203077e-24
281.0,9.61155292279657e-24,1.2840918097281459e-23,8.98624118036398e-24
281.25,6.771828428465001e-24,1.1878487028639984e-23,8.989335835458156e-24
281.5,6.911101049432652e-24,9.308426368456277e-24,8.992432352773512e-24
281.75,5.043936217576389e-24,1.1295343889195414e-23,8.995530729605406e-24
282.0,4.933353924186604e-24,9.530148014666166e-24,8.998630963256608e-24
282.25,6.309827723869085e-24,8.018125931410264e-24,9.00173305103726e-24
282.5,6.929778297152608e-24,8.75149082842518e-24,9.004836990264833e-24
282.75,7.95046985664499e-24,6.734649779606486e-24,9.007942778264081e-24
283.0,7.993124927204109e-24,7.721825342034747e-24,9.011050412367011e-24
283.25,6.794875500673614e-24,7.238944241373185e-24,9.014159889912835e-24
283.5,8.895427501451695e-24,5.2434012907297416e-24,9.017271208247934e-24
283.75,1.035240771541943e-23,7.265645862442404e-24,9.020384364725816e-24
284.0,9.792592323693011e-24,7.59713089235651e-24,9.023499356707076e-24
284.25,7.873507985272781e-24,6.722144258158021e-24,9.026616181559366e-24
284.5,6.836052597962852e-24,6.440303138018992e-24,9.02973483665734e-24
284.75,6.364854642930248e-24,6.83187625630592e-24,9.032855319382636e-24
285.0,7.080066171506177e-24,6.073327715016047e-24,9.035977627123818e-24
285.25,6.962141409236367e-24,7.587169725873912e-24,9.039101757276353e-24
285.5,6.292603520675889e-24,1.0479384261314124e-23,9.042227707242565e-24
285.75,5.2966961070571596e-24,8.613733743870818e-24,9.045355474431604e-24
286.0,7.427707123124899e-24,8.793700873735219e-24,9.048485056259405e-24
286.25,6.787135377686927e-24,9.090004513256162e-24,9.051616450148652e-24
286.5,7.319869279631676e-24,6.554431090550862e-24,9.054749653528743e-24
286.75,8.403157858228051e-24,8.030034407299529e-24,9.057884663835754e-24
287.0,7.925241531321226e-24,8.21723968709844e-24,9.061021478512403e-24
287.25,7.781987059302344e-24,9.773684235872049e-24,9.064160095008017e-24
287.5,7.733595438871688e-24,1.0331183398624958e-23,9.067300510778489e-24
287.75,8.94060618524347e-24,9.326638434567015e-24,9.07044272328625e-24
288.0,8.369857323326627e-24,6.62323681273246e-24,9.073586730000236e-24
288.25,8.361956769975235e-24,8.059388585513844e-24,9.07673252839585e-24
288.5,7.770876821015667e-24,6.74117548823257e-24,9.079880115954925e-24
288.75,8.156823395230663e-24,7.07533911872313e-24,9.083029490165696e-24
289.0,9.051190169128039e-24,9.337724565342853e-24,9.086180648522765e-24
289.25,8.617574272307381e-24,9.424585684933703e-24,9.089333588527065e-24
289.5,8.334466119604736e-24,7.342978441474968e-24,9.092488307685832e-24
289.75,8.101549705002788e-24,6.94965366983589e-24,9.095644803512564e-24
290.0,8.42082913145835e-24,7.487954938549914e-24,9.098803073527e-24
290.25,7.490880121628998e-24,7.209908507986306e-24,9.101963115255073e-24
290.5,8.63766776520007e-24,6.3913834205844814e-24,9.105124926228895e-24
290.75,6.1061696994728496e-24,7.004080922382817e-24,9.108288503986713e-24
291.0,5.725089789572797e-24,8.937479589573931e-24,9.111453846072876e-24
291.25,7.202028529977504e-24,7.304696322321102e-24,9.114620950037815e-24
291.5,7.448602342059392e-24,7.316898367487486e-24,9.117789813438004e-24
291.75,7.350089757078144e-24,8.116879863880833e-24,9.120960433835931e-24
292.0,7.128064369242717e-24,9.341513351520174e-24,9.124132808800063e-24
292.25,5.1593525757627204e-24,8.086780393641698e-24,9.127306935904824e-24
292.5,7.952739351392349e-24,1.0456548917174402e-23,9.13048281273056e-24
292.75,5.759866002827514e-24,8.975464139253173e-24,9.133660436863509e-24
293.0,4.896079276913794e-24,8.611710909879944e-24,9.136839805895768e-24
293.25,5.4705226947230355e-24,6.871530374937188e-24,9.140020917425276e-24
293.5,8.181753197445238e-24,6.980603704779692e-24,9.143203769055767e-24
293.75,8.36278604793921e-24,9.06045374044528e-24,9.146388358396759e-24
294.0,7.837882191209358e-24,8.733669595765896e-24,9.149574683063508e-24
294.25,5.079589034198979e-24,7.509863032726976e-24,9.152762740676992e-24
294.5,7.24936216488719e-24,7.602746518102521e-24,9.15595252886388e-24
294.75,1.0167036057551652e-23,9.18757505203718e-24,9.159144045256499e-24
295.0,8.413573164415944e-24,7.997014531079979e-24,9.162337287492807e-24
295.25,9.731380994396521e-24,7.776626395087538e-24,9.165532253216377e-24
295.5,7.151504974798631e-24,7.288788916507016e-24,9.168728940076348e-24
295.75,5.0601808840801445e-24,7.155162464460655e-24,9.171927345727417e-24
296.0,5.581390792035618e-24,4.7127675704036705e-24,9.175127467829801e-24
296.25,7.891929733679188e-24,7.029096160826901e-24,9.17832930404922e-24
296.5,9.076887317310866e-24,5.7409322264333724e-24,9.181532852056853e-24
296.75,7.594465448167792e-24,6.279141899717236e-24,9.184738109529331e-24
297.0,7.488966662430808e-24,7.749064953343737e-24,9.187945074148698e-24
297.25,6.63568196697355e-24,9.261082191175223e-24,9.19115374360239e-24
297.5,6.638359329384563e-24,8.915319990380668e-24,9.194364115583206e-24
297.75,7.661101488752558e-24,8.133715418172763e-24,9.197576187789285e-24
298.0,8.957287569196397e-24,5.8536679137513485e-24,9.20078995792408e-24
298.25,6.978532496266298e-24,5.859016382717422e-24,9.204005423696335e-24
298.5,1.0443767290867964e-23,8.263567413039314e-24,9.207222582820047e-24
298.75,1.0812540950783064e-23,6.873928605050703e-24,9.210441433014461e-24
299.0,9.58975471435204e-24,7.64736395580281e-24,9.213661972004028e-24
299.25,5.9802300678240615e-24,1.6875113727469756e-23,9.216884197518395e-24
299.5,8.7674343949532e-24,5.1960199734675976e-23,9.220108107292364e-24
299.75,1.7227496484608265e-23,5.346330462436822e-23,9.223333699065879e-24
300.0,3.363162729627391e-23,1.902597743924306e-23,9.226560970584004e-24
300.25,1.8936089613351647e-23,6.935884993751136e-24,9.22978991959689e-24
300.5,8.326802467197659e-24,7.640492473123267e-24,9.233020543859757e-24
300.75,7.823481290120481e-24,7.788402156077933e-24,9.236252841132868e-24
301.0,5.286169406122852e-24,7.831859694292812e-24,9.239486809181508e-24
301.25,7.915290996194627e-24,8.193305504698111e-24,9.242722445775959e-24
301.5,7.092321059366902e-24,7.473754708968996e-24,9.245959748691475e-24
301.75,8.967102928253849e-24,6.151640027799609e-24,9.249198715708266e-24
302.0,8.47575752304789e-24,2.6280216899937625e-23,9.252439344611464e-24
302.25,9.241902686620061e-24,4.0809122889727824e-23,9.255681633191112e-24
302.5,9.19430704984172e-24,1.7154737196561854e-23,9.258925579242137e-24
302.75,9.366018993837842e-24,6.461362801252024e-24,9.262171180564324e-24
303.0,1.0060348476131739e-23,1.6098625319888292e-23,9.265418434962296e-24
303.25,9.294764749645799e-24,3.1563758925044216e-23,9.268667340245498e-24
303.5,1.1084184673057617e-23,2.2148169901118603e-23,9.271917894228168e-24
303.75,1.0214475229658606e-23,9.062594983247474e-24,9.275170094729317e-24
304.0,8.328152408359877e-24,8.886070723140998e-24,9.278423939572708e-24
304.25,8.326704466962433e-24,1.0361403002334274e-23,9.281679426586836e-24
304.5,7.595378404454765e-24,8.982973204635883e-24,9.284936553604905e-24
304.75,8.393790963237159e-24,9.161373944894627e-24,9.288195318464809e-24
305.0,8.563541464603231e-24,9.827863410591262e-24,9.291455719009107e-24
305.25,1.0653654598324376e-23,1.0696299126258383e-23,9.294717753085005e-24
305.5,1.0488216984729578e-23,1.0116031555667845e-23,9.29798141854434e-24
305.75,1.042152814390303e-23,7.842741120602582e-24,9.301246713243551e-24
306.0,2.643958652104771e-23,8.575132636718858e-24,9.304513635043663e-24
306.25,3.7403161500568425e-23,7.547882446953454e-24,9.307782181810267e-24
306.5,1.5961260841834037e-23,7.241645179124862e-24,9.311052351413499e-24
306.75,8.867208318355524e-24,1.1137829155295436e-23,9.314324141728022e-24
307.0,7.522189464232487e-24,8.542018078947532e-24,9.317597550633003e-24
307.25,6.3785692853228705e-24,7.2640064996493e-24,9.320872576012096e-24
307.5,1.1059765181533686e-23,1.1036371236480358e-23,9.324149215753423e-24
307.75,7.348703038732735e-24,1.1962780960378418e-23,9.32742746774955e-24
308.0,7.890027910683607e-24,1.2313781014351446e-23,9.330707329897476e-24
308.25,8.623366504967116e-24,1.189571645719592e-23,9.333988800098606e-24
308.5,9.877415691738034e-24,1.238792421716453e-23,9.337271876258735e-24
308.75,7.120841493883881e-24,1.1881316819400904e-23,9.340556556288032e-24
309.0,8.5336201897952e-24,1.0492826706075081e-23,9.343842838101015e-24
309.25,1.0899249787449019e-23,7.863433615730946e-24,9.347130719616541e-24
309.5,8.722629526160107e-24,1.1925835391913798e-23,9.350420198757778e-24
309.75,7.904342135312594e-24,1.257983146272468e-23,9.353711273452195e-24
310.0,8.93605462087098e-24,1.3346965759721075e-23,9.35700394163154e-24
310.25,9.128522571944552e-24,8.500865117377343e-24,9.360298201231822e-24
310.5,8.605289796542975e-24,1.1225958905244846e-23,9.363594050193289e-24
310.75,9.591330182313675e-24,1.0937881891348838e-23,9.366891486460425e-24
311.0,9.276986604726979e-24,1.370998652097681e-23,9.370190507981911e-24
311.25,7.692205030467613e-24,1.3031181607249751e-23,9.373491112710626e-24
311.5,9.376979633610107e-24,1.1176396145275236e-23,9.376793298603619e-24
311.75,6.695834373338343e-24,9.276209101293977e-24,9.380097063622094e-24
312.0,6.85128391222052e-24,1.360940964743274e-23,9.383402405731396e-24
312.25,8.339229930448676e-24,1.4656925519725878e-23,9.386709322900993e-24
312.5,9.869753722830514e-24,1.3759945051296644e-23,9.390017813104448e-24
312.75,7.829974306380612e-24,1.1991148419679828e-23,9.393327874319425e-24
313.0,5.818354417033336e-24,1.0372434239573923e-23,9.396639504527652e-24
313.25,5.819715948644079e-24,1.2487518556611104e-23,9.399952701714909e-24
313.5,8.44753168955514e-24,1.4997069928089355e-23,9.403267463871019e-24
313.75,8.944966446104446e-24,1.5058674341630326e-23,9.406583788989824e-24
314.0,9.958321568365312e-24,1.33470346037883e-23,9.409901675069174e-24
314.25,8.608554791157958e-24,1.4515604672824246e-23,9.413221120110903e-24
314.5,9.520473166266413e-24,1.5403233917505218e-23,9.416542122120822e-24
314.75,3.216140538217239e-23,1.4748596108312344e-23,9.419864679108697e-24
315.0,7.265023772147687e-23,1.2348809143395446e-23,9.423188789088239e-24
315.25,4.801173206406292e-23,1.1808771823245419e-23,9.42651445007708e-24
315.5,9.323469828137121e-24,1.1400956625918366e-23,9.429841660096765e-24
315.75,6.702133445570206e-24,1.0222487935783004e-23,9.433170417172731e-24
316.0,7.917319870417038e-24,1.0084806657036732e-23,9.436500719334297e-24
316.25,8.250160593757038e-24,1.5163140137805184e-23,9.43983256461464e-24
316.5,8.4073704015308e-24,1.37460848361358e-23,9.443165951050794e-24
316.75,8.123260394466239e-24,8.894993228359599e-24,9.446500876683617e-24
317.0,8.1243744793352e-24,1.2188178155758275e-23,9.449837339557795e-24
317.25,8.232527377733928e-24,1.3375520717035233e-23,9.453175337721808e-24
317.5,8.301258998585481e-24,1.4723229294002396e-23,9.456514869227929e-24
317.75,6.088711438669284e-24,1.1489238327582072e-23,9.459855932132207e-24
318.0,6.767913014666507e-24,1.3022175036471931e-23,9.463198524494447e-24
318.25,8.287594607353843e-24,1.5617041089272552e-23,9.466542644378198e-24
318.5,6.40529505713763e-24,1.3331653960278674e-23,9.469888289850743e-24
318.75,6.179046614647068e-24,1.5538859159765513e-23,9.473235458983076e-24
319.0,9.879027747139538e-24,1.5390157912154642e-23,9.476584149849899e-24
319.25,8.25367060879871e-24,1.3995714845060513e-23,9.479934360529596e-24
319.5,7.244288909288187e-24,1.0844716399560986e-23,9.483286089104228e-24
319.75,7.010702260049543e-24,1.0013115089203736e-23,9.486639333659513e-24
320.0,7.462611599777708e-24,1.2305562124342635e-23,9.489994092284816e-24
320.25,9.561837522260861e-24,1.2055160753358938e-23,9.493350363073132e-24
320.5,8.076477280499174e-24,1.564487027593669e-23,9.496708144121077e-24
320.75,7.442990310125309e-24,1.298344089789724e-23,9.500067433528874e-24
321.0,7.820285178012586e-24,1.293840907007339e-23,9.50342822940033e-24
321.25,8.19740277823762e-24,1.2038896945347692e-23,9.50679052984283e-24
321.5,9.639262877543126e-24,1.2907314673298463e-23,9.510154332967332e-24
321.75,7.780841463978106e-24,1.3814278403416643e-23,9.513519636888336e-24
322.0,5.933051199326992e-24,1.2597241380991098e-23,9.516886439723887e-24
322.25,6.4818046529200694e-24,1.2542795213118368e-23,9.520254739595547e-24
322.5,6.4092850718265014e-24,1.5166255526755303e-23,9.523624534628398e-24
322.75,6.805778432676485e-24,1.406536388801319e-23,9.526995822951012e-24
323.0,7.557902504381145e-24,1.1780136309054507e-23,9.530368602695455e-24
323.25,6.685009082690347e-24,1.1661331164604697e-23,9.533742871997265e-24
323.5,8.549946272902382e-24,1.4818875301284994e-23,9.537118628995433e-24
323.75,9.145686377613582e-24,1.2426019000132552e-23,9.540495871832409e-24
324.0,1.0151022077207644e-23,1.0406084381440956e-23,9.54387459865407e-24
324.25,7.243141697676299e-24,1.3929658937860143e-23,9.547254807609721e-24
324.5,6.6067856714337034e-24,1.6960830326209875e-23,9.550636496852076e-24
324.75,6.219360965636394e-24,2.102598524844265e-23,9.554019664537247e-24
325.0,5.8060266266754946e-24,1.83536527130096e-23,9.557404308824733e-24
325.25,4.319840990922537e-24,1.4313300704388028e-23,9.560790427877404e-24
325.5,5.612625816149406e-24,1.3788338617864288e-23,9.564178019861501e-24
325.75,6.703950550572345e-24,2.0275403076527305e-23,9.567567082946603e-24
326.0,8.253761519508087e-24,2.3832735747452302e-23,9.570957615305636e-24
326.25,7.870578040637067e-24,1.6201372839296943e-23,9.57434961511485e-24
326.5,8.026527478089357e-24,1.4324000153571755e-23,9.577743080553808e-24
326.75,8.105495552816973e-24,1.3999512591100928e-23,9.581138009805377e-24
327.0,6.392443112814862e-24,1.6559639170352325e-23,9.584534401055718e-24
327.25,5.889261395859805e-24,1.8593969213686496e-23,9.587932252494266e-24
327.5,6.774692437347237e-24,1.7086837216633343e-23,9.591331562313731e-24
327.75,5.932377787716614e-24,1.2970115838129727e-23,9.594732328710075e-24
328.0,6.984942785809167e-24,1.1427200915978967e-23,9.598134549882508e-24
328.25,5.535152993774453e-24,1.3534414870631303e-23,9.601538224033473e-24
328.5,6.1176463041995826e-24,1.953419407693023e-23,9.60494334936864e-24
328.75,8.442807288253312e-24,2.0679668140754062e-23,9.608349924096885e-24
329.0,8.035243900246635e-24,1.5745258516853277e-23,9.61175794643029e-24
329.25,8.419943505765931e-24,1.4561439253640127e-23,9.615167414584128e-24
329.5,6.771646083068544e-24,1.4718400687609783e-23,9.618578326776846e-24
329.75,8.29769821892876e-24,1.4084190843345282e-23,9.621990681230063e-24
330.0,9.5953405653543e-24,1.3757327964112177e-23,9.625404476168556e-24
330.25,9.836739506403652e-24,1.782136770301942e-23,9.628819709820247e-24
330.5,1.107100012242955e-23,1.660269784630233e-23,9.632236380416197e-24
330.75,1.7136809333054758e-23,1.7468739019140455e-23,9.635654486190588e-24
331.0,2.6047249109723846e-22,1.272838587261899e-23,9.639074025380724e-24
331.25,7.12959857318798e-22,2.1444384729452966e-23,9.642494996227005e-24
331.5,4.738283757193919e-22,8.894277081927624e-23,9.645917396972938e-24
331.75,3.364281340581068e-23,6.092115517795253e-22,9.6493412258651e-24
332.0,1.2873227511364584e-23,6.981843092296438e-22,9.652766481153152e-24
332.25,8.085749324188549e-24,1.7366351898119084e-22,9.656193161089812e-24
332.5,8.52258507980224e-24,2.5837379180864558e-23,9.659621263930856e-24
332.75,5.786922564540315e-24,1.7086774373037653e-23,9.663050787935104e-24
333.0,7.13698254565576e-24,1.477561511415564e-23,9.666481731364404e-24
333.25,8.930147789480653e-24,1.465164382752901e-23,9.66991409248363e-24
333.5,1.1781518327791244e-23,1.0517858508679483e-23,9.673347869560676e-24
333.75,1.2420677747331578e-23,8.837417830705484e-24,9.676783060866428e-24
334.0,9.522831353973959e-24,9.306565785294527e-24,9.680219664674777e-24
334.25,9.979922863765456e-24,1.0739279590698446e-23,9.68365767926259e-24
334.5,1.051068685535413e-23,1.1764228934399085e-23,9.687097102909712e-24
334.75,9.24968725852278e-24,1.3288737135612548e-23,9.690537933898952e-24
335.0,8.973192897011697e-24,1.2764319943069888e-23,9.693980170516078e-24
335.25,5.243811028289454e-24,1.2165025147725063e-23,9.697423811049796e-24
335.5,5.280027761252613e-24,1.001028415848004e-23,9.70086885379176e-24
335.75,8.53390802019696e-24,9.464479528627805e-24,9.704315297036542e-24
336.0,1.0738903078874763e-23,1.1186704971938072e-23,9.707763139081633e-24
336.25,9.788819276266741e-24,1.3145209364024767e-23,9.711212378227434e-24
336.5,8.941792382341723e-24,1.5344531829738954e-23,9.714663012777247e-24
336.75,8.558542085031764e-24,1.1269287099376134e-23,9.71811504103726e-24
337.0,5.749097279940013e-24,8.805629905509087e-24,9.721568461316549e-24
337.25,7.236558833198069e-24,9.423658790312886e-24,9.725023271927052e-24
337.5,7.763389356372151e-24,1.3800255322399895e-23,9.728479471183577e-24
337.75,7.122262687952901e-24,1.2230891982678828e-23,9.731937057403787e-24
338.0,6.4411213846887575e-24,9.12335479881295e-24,9.735396028908184e-24
338.25,6.783678187497586e-24,1.1819547422811186e-23,9.738856384020111e-24
338.5,8.079170940652761e-24,1.1431211879703431e-23,9.742318121065739e-24
338.75,6.065608579349309e-24,8.255601414447715e-24,9.745781238374051e-24
339.0,6.748345511058193e-24,1.0022426107644652e-23,9.749245734276851e-24
339.25,8.413894121308608e-24,1.2386575845976262e-23,9.752711607108735e-24
339.5,7.698661145074152e-24,1.517469934314658e-23,9.756178855207093e-24
339.75,6.853567159038498e-24,1.343536241770831e-23,9.759647476912104e-24
340.0,9.852900242286351e-24,1.2374105331940771e-23,9.763117470566724e-24
340.25,7.511993262024706e-24,1.1645969083325786e-23,9.766588834516663e-24
340.5,4.769299049530554e-24,1.2709440149821127e-23,9.770061567110408e-24
340.75,7.334538365071676e-24,1.2160002225284253e-23,9.773535666699184e-24
341.0,9.52670996900722e-24,1.0646687426207991e-23,9.77701113163696e-24
341.25,8.26938752903001e-24,1.1082508837288271e-23,9.780487960280444e-24
341.5,6.492247910330318e-24,1.2794761735792784e-23,9.783966150989066e-24
341.75,7.131788213113739e-24,1.1265399861795351e-23,9.787445702124972e-24
342.0,9.180419762033074e-24,9.336342867013766e-24,9.790926612053022e-24
342.25,9.766771468874604e-24,7.040129573945467e-24,9.794408879140776e-24
342.5,8.109466953909561e-24,1.298714720490963e-23,9.797892501758484e-24
342.75,7.385230085325106e-24,1.4496518047962462e-23,9.801377478279083e-24
343.0,8.931248518822929e-24,1.5428125425619175e-23,9.804863807078192e-24
343.25,8.39093447854368e-24,1.5848022606332629e-23,9.808351486534092e-24
343.5,8.100339250324442e-24,1.2982171901612883e-23,9.81184051502773e-24
343.75,5.238832390412582e-24,1.3091305104868945e-23,9.815330890942708e-24
344.0,7.24212904714569e-24,1.6602410124246917e-23,9.81882261266527e-24
344.25,8.837455611841296e-24,1.6465204813997877e-23,9.822315678584302e-24
344.5,6.455624997728904e-24,1.7314862784876125e-23,9.825810087091317e-24
344.75,6.2336429174836e-24,1.43363316818234e-23,9.829305836580458e-24
345.0,8.3604609546973e-24,1.3991673625008284e-23,9.832802925448473e-24
345.25,8.781160681672599e-24,1.4201857356953746e-23,9.836301352094728e-24
345.5,8.117158210356141e-24,1.9735963043822243e-23,9.839801114921183e-24
345.75,6.828568449458187e-24,2.3861288472615453e-23,9.843302212332394e-24
346.0,5.886005606939583e-24,2.729535044838451e-23,9.846804642735498e-24
346.25,6.325707113935038e-24,2.5124664905074122e-23,9.850308404540215e-24
346.5,8.086335117002152e-24,2.0645793870692792e-23,9.853813496158836e-24
346.75,1.1437561569628792e-23,1.855308281967083e-23,9.85731991600621e-24
347.0,9.266087547899228e-24,2.297599709021439e-23,9.860827662499749e-24
347.25,7.96394787479589e-24,2.8149250618036423e-23,9.864336734059407e-24
347.5,7.233779525887052e-24,1.789378669860389e-23,9.867847129107686e-24
347.75,7.810583542629126e-24,2.0929690743765332e-23,9.871358846069618e-24
348.0,7.610855904999791e-24,2.144702530191075e-23,9.874871883372764e-24
348.25,7.818094895499985e-24,1.6496804785331077e-23,9.878386239447206e-24
348.5,7.897679273050825e-24,1.1682816200914288e-23,9.881901912725538e-24
348.75,7.323195263001781e-24,1.4821185844267895e-23,9.885418901642858e-24
349.0,8.55647032236635e-24,2.275718951040373e-23,9.88893720463677e-24
349.25,9.282413153352715e-24,2.1800531085013678e-23,9.892456820147368e-24
349.5,9.999520877974835e-24,2.6883138643741955e-23,9.895977746617227e-24
349.75,7.889460722825586e-24,2.834566528961572e-23,9.899499982491406e-24
350.0,7.874099630150338e-24,2.251541310002677e-23,9.903023526217427e-24
350.25,8.145868963234138e-24,2.2531288199469267e-23,9.906548376245292e-24
350.5,1.0810419991401607e-23,2.6285425114314472e-23,9.910074531027446e-24
350.75,7.910413848295329e-24,2.6671612117405856e-23,9.913601989018797e-24
351.0,1.015876669133799e-23,2.0337245534119424e-23,9.91713074867669e-24
351.25,1.1654643674652936e-23,2.0574368860303027e-23,9.92066080846091e-24
351.5,9.632564917813165e-24,2.8564805158556827e-23,9.92419216683368e-24
351.75,6.462395153340142e-24,3.1725362371077323e-23,9.92772482225964e-24
352.0,7.327904815234915e-24,2.5819768965243417e-23,9.931258773205852e-24
352.25,7.49115434155797e-24,2.3928442332807813e-23,9.93479401814179e-24
352.5,6.84184401684018e-24,2.3425953668610354e-23,9.93833055553933e-24
352.75,6.002586422639809e-24,1.9376923020873416e-23,9.941868383872754e-24
353.0,7.533755984000798e-24,2.3805917505899148e-23,9.94540750161873e-24
353.25,8.851452580478418e-24,2.4177767659485e-23,9.948947907256316e-24
353.5,8.603188275007473e-24,2.014697251723703e-23,9.952489599266947e-24
353.75,1.0076582891353308e-23,2.3638806750412572e-23,9.956032576134438e-24
354.0,9.149488005916951e-24,2.340304492217119e-23,9.959576836344961e-24
354.25,6.019342986635443e-24,2.152643065564982e-23,9.963122378387062e-24
354.5,7.315321754477385e-24,1.937045787099212e-23,9.966669200751628e-24
354.75,7.311988885578055e-24,2.659172591068035e-23,9.970217301931905e-24
355.0,8.055604955488387e-24,2.1540593937553927e-23,9.973766680423477e-24
355.25,9.38225318434176e-24,1.8240442890552032e-23,9.977317334724268e-24
355.5,7.905305048348363e-24,2.1883821228016257e-23,9.980869263334528e-24
355.75,6.609437773554742e-24,2.5789524809124895e-23,9.984422464756832e-24
356.0,6.897200749367146e-24,2.209455979173529e-23,9.987976937496076e-24
