UTC,active_power,wind_speed
30/09/2017 18:26,14,4.02
30/09/2017 18:56,14,4.02
30/09/2017 19:26,14,4.02
30/09/2017 19:56,14,4.02
30/09/2017 20:26,14,4.02
30/09/2017 20:56,14,4.02
30/09/2017 21:26,14,4.02
30/09/2017 21:56,14,4.02
30/09/2017 22:26,14,4.02
30/09/2017 22:56,14,4.02
30/09/2017 23:26,14,4.02
30/09/2017 23:56,14,4.02
01/10/2017 00:26,68,4.396666667
01/10/2017 00:56,112.5,3.69
01/10/2017 01:26,238,4.67
01/10/2017 01:56,494,7.14
01/10/2017 02:26,562,5.37
01/10/2017 02:56,694,6.81
01/10/2017 03:26,540,6.975
01/10/2017 03:56,1025,7.47
01/10/2017 04:26,785,7.015
01/10/2017 04:56,871,6.07
01/10/2017 05:26,519,6.07
01/10/2017 05:56,763,6.52
01/10/2017 06:26,602,7.06
01/10/2017 06:56,483,6.786666667
01/10/2017 07:26,407,5
01/10/2017 07:56,777,6.81
01/10/2017 08:26,1070,6.976666667
01/10/2017 08:56,734,7.06
01/10/2017 09:26,689,6.03
01/10/2017 09:56,551,7.47
01/10/2017 10:26,3,8.46
01/10/2017 10:56,3,8.665
01/10/2017 11:26,3,9.955
01/10/2017 11:56,3,8.42
01/10/2017 12:26,-6,9.94
01/10/2017 12:56,6,13.825
01/10/2017 13:26,-2.5,17.415
01/10/2017 13:56,-7,18.81
01/10/2017 14:26,8,15.09
01/10/2017 14:56,8,18.16
01/10/2017 15:26,8,17.32
01/10/2017 15:56,8,17.65
01/10/2017 16:26,8,18.625
01/10/2017 16:56,8,13.05
01/10/2017 17:26,8,13.97666667
01/10/2017 17:56,8,17.09
01/10/2017 18:26,8,15.665
01/10/2017 18:56,8,13.8
01/10/2017 19:26,8,15.495
01/10/2017 19:56,8,13.935
01/10/2017 20:26,8,13.935
01/10/2017 20:56,8,16.58
01/10/2017 21:26,8,17.51
01/10/2017 21:56,4,16.72
01/10/2017 22:26,4,15.48
01/10/2017 22:56,4,15.03666667
01/10/2017 23:26,4,15.19
01/10/2017 23:56,4,10.825
02/10/2017 00:26,4,18.39
02/10/2017 00:56,4,15.465
02/10/2017 01:26,-3,15.575
02/10/2017 01:56,-3,15.65
02/10/2017 02:26,-3,15.84
02/10/2017 02:56,-3,15.745
02/10/2017 03:26,-3,16.3
02/10/2017 03:56,-3,17.275
02/10/2017 04:26,-3,17.04
02/10/2017 04:56,-3,15.16
02/10/2017 05:26,-3,17.605
02/10/2017 05:56,2316,16.905
02/10/2017 06:26,2319,16.675
02/10/2017 06:56,2341,15.555
02/10/2017 07:26,2281,15.6
02/10/2017 07:56,2359,18.765
02/10/2017 08:26,2302,17.605
02/10/2017 08:56,2215,19.625
02/10/2017 09:26,-9,17.04
02/10/2017 09:56,-9,18.585
02/10/2017 10:26,32.5,17.35333333
02/10/2017 10:56,26,19.09
02/10/2017 11:26,26,16.58
02/10/2017 11:56,14,19.545
02/10/2017 12:26,14,14.05
02/10/2017 12:56,14,15.17
02/10/2017 13:26,14,12.815
02/10/2017 13:56,14,14
02/10/2017 14:26,14,13.165
02/10/2017 14:56,14,11.095
02/10/2017 15:26,14,7.97
02/10/2017 15:56,-1,6.98
02/10/2017 16:26,1390,7.51
02/10/2017 16:56,2088.333333,11.02
02/10/2017 17:26,1104,8.665
02/10/2017 17:56,1889,11.75
02/10/2017 18:26,1246,8.665
02/10/2017 18:56,813,9.24
02/10/2017 19:26,343,8.915
02/10/2017 19:56,343,8.13
02/10/2017 20:26,7,9.16
02/10/2017 20:56,7,9.285
02/10/2017 21:26,7,7.965
02/10/2017 21:56,7,7.72
02/10/2017 22:26,7,8.795
02/10/2017 22:56,2,8.79
02/10/2017 23:26,2,9.365
02/10/2017 23:56,2,11.16
03/10/2017 00:26,2,9.86
03/10/2017 00:56,2,9.97
03/10/2017 01:26,2,10.26
03/10/2017 01:56,2,12.04
03/10/2017 02:26,2,12.755
03/10/2017 02:56,2,12.81
03/10/2017 03:26,2,10.105
03/10/2017 03:56,2,7.88
03/10/2017 04:26,96,10.34
03/10/2017 04:56,6,6.65
03/10/2017 05:26,43,7.47
03/10/2017 05:56,32,8.62
03/10/2017 06:26,924,6.48
03/10/2017 06:56,895,6.73
03/10/2017 07:26,1264,8.83
03/10/2017 07:56,1860.5,9.28
03/10/2017 08:26,2306,12.045
03/10/2017 08:56,2360,12.46
03/10/2017 09:26,1660,7.68
03/10/2017 09:56,1587.5,8.71
03/10/2017 10:26,1232,8.05
03/10/2017 10:56,2170,11.87
03/10/2017 11:26,612,7.22
03/10/2017 11:56,2305,12.695
03/10/2017 12:26,1279,8.87
03/10/2017 12:56,2278,12.4
03/10/2017 13:26,1231.5,8.953333333
03/10/2017 13:56,1059,6.98
03/10/2017 14:26,1536,9.885
03/10/2017 14:56,2072,10.86
03/10/2017 15:26,1941.333333,9.336666667
03/10/2017 15:56,1296,8.76
03/10/2017 16:26,2003.666667,9.363333333
03/10/2017 16:56,2204.5,11.93
03/10/2017 17:26,2322,11.57
03/10/2017 17:56,2340,15.465
03/10/2017 18:26,2315,14.645
03/10/2017 18:56,2318,13.875
03/10/2017 19:26,2360,11.34
03/10/2017 19:56,2143,11.14
03/10/2017 20:26,1350,9.78
03/10/2017 20:56,951,7.965
03/10/2017 21:26,13,6.935
03/10/2017 21:56,3,8.745
03/10/2017 22:26,34,12.16
03/10/2017 22:56,40,8.585
03/10/2017 23:26,0,9.445
03/10/2017 23:56,37,10.33
04/10/2017 00:26,37,12.87
04/10/2017 00:56,37,13.94
04/10/2017 01:26,37,14.75333333
04/10/2017 01:56,37,13.105
04/10/2017 02:26,37,18.3
04/10/2017 02:56,37,16.905
04/10/2017 03:26,37,14.235
04/10/2017 03:56,37,15.99
04/10/2017 04:26,37,10.26
04/10/2017 04:56,37,17.045
04/10/2017 05:26,37,16.02
04/10/2017 05:56,37,15.23
04/10/2017 06:26,2363,18.065
04/10/2017 06:56,2336,13.17
04/10/2017 07:26,2370,15.735
04/10/2017 07:56,2261,13.46
04/10/2017 08:26,2311,13.82
04/10/2017 08:56,1405.666667,8.406666667
04/10/2017 09:26,2327,13.525
04/10/2017 09:56,1823,10.56
04/10/2017 10:26,1042,6.566666667
04/10/2017 10:56,1314,7.693333333
04/10/2017 11:26,1447,10.335
04/10/2017 11:56,1170,9.45
04/10/2017 12:26,1348,8.38
04/10/2017 12:56,2335,12.635
04/10/2017 13:26,2295,10.98
04/10/2017 13:56,2246.333333,9.656666667
04/10/2017 14:26,2314,11.49333333
04/10/2017 14:56,2351,14.675
04/10/2017 15:26,2275,12.04
04/10/2017 15:56,2306,13.525
04/10/2017 16:26,2253,14.29
04/10/2017 16:56,2313,13.42333333
04/10/2017 17:26,2324.5,13.465
04/10/2017 17:56,2319,12.045
04/10/2017 18:26,2228.5,10.53
04/10/2017 18:56,2277.5,9.99
04/10/2017 19:26,2311,11.57
04/10/2017 19:56,2279,12.995
04/10/2017 20:26,2265,13.82
04/10/2017 20:56,2351.5,13.995
04/10/2017 21:26,2321,13.875
04/10/2017 21:56,2271,16.765
04/10/2017 22:26,2304.5,15
04/10/2017 22:56,2324,12.99
04/10/2017 23:26,2264,12.99
04/10/2017 23:56,29,12.16
05/10/2017 00:26,29,11.395
05/10/2017 00:56,-43,12.62
05/10/2017 01:26,16,8.54
05/10/2017 01:56,16,11.81
05/10/2017 02:26,12,6.57
05/10/2017 02:56,48,7.39
05/10/2017 03:26,2033,11.455
05/10/2017 03:56,2007,11.69
05/10/2017 04:26,881,11.63
05/10/2017 04:56,698,12.045
05/10/2017 05:26,728,13.31
05/10/2017 05:56,2328,13.285
05/10/2017 06:26,2300.5,13.82
05/10/2017 06:56,2348,12.165
05/10/2017 07:26,2305,10.925
05/10/2017 07:56,1953,9.61
05/10/2017 08:26,1420,9.425
05/10/2017 08:56,1391,9.53
05/10/2017 09:26,2374.5,9.585
05/10/2017 09:56,2303,10.005
05/10/2017 10:26,2358,12.045
05/10/2017 10:56,1412,6.65
05/10/2017 11:26,2296,10.04
05/10/2017 11:56,710,6.645
05/10/2017 12:26,1286,6.73
05/10/2017 12:56,1175,8.335
05/10/2017 13:26,2331.5,10.39
05/10/2017 13:56,1213,9.16
05/10/2017 14:26,356,7.515
05/10/2017 14:56,1488.5,9.69
05/10/2017 15:26,1131,9.745
05/10/2017 15:56,567,6.73
05/10/2017 16:26,1145,8.5
05/10/2017 16:56,159,5.99
05/10/2017 17:26,1107,8.62
05/10/2017 17:56,1135,9.12
05/10/2017 18:26,521,6.275
05/10/2017 18:56,169,3.69
05/10/2017 19:26,434,4.67
05/10/2017 19:56,286,5.41
05/10/2017 20:26,482,6.73
05/10/2017 20:56,956,8.215
05/10/2017 21:26,575,7.39
05/10/2017 21:56,882,7.39
05/10/2017 22:26,952,6.525
05/10/2017 22:56,807,8.156666667
05/10/2017 23:26,527,5.905
05/10/2017 23:56,999,7.225
06/10/2017 00:26,565,7.145
06/10/2017 00:56,1126,8.295
06/10/2017 01:26,1533,9.73
06/10/2017 01:56,1087,9.325
06/10/2017 02:26,657,7.8
06/10/2017 02:56,694,8.83
06/10/2017 03:26,967,7.88
06/10/2017 03:56,233,5.495
06/10/2017 04:26,520,6.03
06/10/2017 04:56,550,7.22
06/10/2017 05:26,175,5.12
06/10/2017 05:56,142,5.335
06/10/2017 06:26,-40,1.89
06/10/2017 06:56,28,2.38
06/10/2017 07:26,43,4.095
06/10/2017 07:56,-43,1.555
06/10/2017 08:26,97,5.99
06/10/2017 08:56,-37.5,3.85
06/10/2017 09:26,-22,3.565
06/10/2017 09:56,19,2.42
06/10/2017 10:26,-39,3.035
06/10/2017 10:56,69,3.2
06/10/2017 11:26,44,3.485
06/10/2017 11:56,83,4.3
06/10/2017 12:26,228,5.49
06/10/2017 12:56,309,5.66
06/10/2017 13:26,364,6.4
06/10/2017 13:56,267,6.44
06/10/2017 14:26,873,8.62
06/10/2017 14:56,541,6.81
06/10/2017 15:26,1399,8.625
06/10/2017 15:56,1278,8.785
06/10/2017 16:26,1153,8.79
06/10/2017 16:56,927,8.46
06/10/2017 17:26,716,7.39
06/10/2017 17:56,2216,10.49
06/10/2017 18:26,1032,9.245
06/10/2017 18:56,897,7.515
06/10/2017 19:26,1633.5,10.39
06/10/2017 19:56,2369,12.64
06/10/2017 20:26,2050,9.45
06/10/2017 20:56,2188,10.345
06/10/2017 21:26,1800,9.61
06/10/2017 21:56,2343,12.52
06/10/2017 22:26,2024,11.395
06/10/2017 22:56,-3,14.525
06/10/2017 23:26,-3,10.12
06/10/2017 23:56,-3,13.875
07/10/2017 00:26,-3,13.11
07/10/2017 00:56,18,13.17
07/10/2017 01:26,15,12.46
07/10/2017 01:56,15,10.72
07/10/2017 02:26,15,14.97
07/10/2017 02:56,51,10.26
07/10/2017 03:26,-9,10.51
07/10/2017 03:56,57,11.57
07/10/2017 04:26,39,10.685
07/10/2017 04:56,39,10.98
07/10/2017 05:26,39,8.375
07/10/2017 05:56,1885,11.22
07/10/2017 06:26,947,8.335
07/10/2017 06:56,836,7.475
07/10/2017 07:26,1428.5,9.08
07/10/2017 07:56,851,7.47
07/10/2017 08:26,977,9.735
07/10/2017 08:56,266,5.08
07/10/2017 09:26,625,6.44
07/10/2017 09:56,1034,7.515
07/10/2017 10:26,523,6.65
07/10/2017 10:56,1236,8.13
07/10/2017 11:26,473,6.65
07/10/2017 11:56,387,5.99
07/10/2017 12:26,980,9.2
07/10/2017 12:56,1287,10.39
07/10/2017 13:26,1783,10.215
07/10/2017 13:56,2115.5,12.04
07/10/2017 14:26,1775,9.95
07/10/2017 14:56,1565,9.45
07/10/2017 15:26,1179,9.89
07/10/2017 15:56,863,8.255
07/10/2017 16:26,1713,11.22
07/10/2017 16:56,2273,11.51
07/10/2017 17:26,1164,9.04
07/10/2017 17:56,1295,8.915
07/10/2017 18:26,856,8.335
07/10/2017 18:56,835,8.25
07/10/2017 19:26,590,7.305
07/10/2017 19:56,941,6.28
07/10/2017 20:26,881,7.72
07/10/2017 20:56,807,8.46
07/10/2017 21:26,499,5.125
07/10/2017 21:56,354,7.14
07/10/2017 22:26,487,7.06
07/10/2017 22:56,906,9.53
07/10/2017 23:26,706,8.79
07/10/2017 23:56,711,8.79
08/10/2017 00:26,588,6.69
08/10/2017 00:56,835,7.965
08/10/2017 01:26,472,7.265
08/10/2017 01:56,519,7.72
08/10/2017 02:26,130,4.26
08/10/2017 02:56,184,6.81
08/10/2017 03:26,254,5
08/10/2017 03:56,488,7.555
08/10/2017 04:26,485,6.73
08/10/2017 04:56,540,6.73
08/10/2017 05:26,418,6.733333333
08/10/2017 05:56,258,5.16
08/10/2017 06:26,278,6.98
08/10/2017 06:56,433,6.44
08/10/2017 07:26,384,7.55
08/10/2017 07:56,273,6.4
08/10/2017 08:26,294,6.98
08/10/2017 08:56,243,3.93
08/10/2017 09:26,40,4.795
08/10/2017 09:56,201,4.1
08/10/2017 10:26,180,5.49
08/10/2017 10:56,-43,3.565
08/10/2017 11:26,90,3.075
08/10/2017 11:56,-7,3.275
08/10/2017 12:26,0,3.48
08/10/2017 12:56,152,5.535
08/10/2017 13:26,239,6.4
08/10/2017 13:56,124,4.67
08/10/2017 14:26,218,6.405
08/10/2017 14:56,125,5.16
08/10/2017 15:26,231,5.49
08/10/2017 15:56,137,5.41
08/10/2017 16:26,3,4.015
08/10/2017 16:56,104,5.16
08/10/2017 17:26,118.5,5.16
08/10/2017 17:56,209,4.84
08/10/2017 18:26,147,5.16
08/10/2017 18:56,176,5.825
08/10/2017 19:26,227,5.615
08/10/2017 19:56,154,5.66
08/10/2017 20:26,31,3.855
08/10/2017 20:56,170,5.49
08/10/2017 21:26,81,4.39
08/10/2017 21:56,154,6.07
08/10/2017 22:26,284,5.74
08/10/2017 22:56,155,5.49
08/10/2017 23:26,193,5.41
08/10/2017 23:56,155.5,6.4
09/10/2017 00:26,239.5,5.7
09/10/2017 00:56,218,6.15
09/10/2017 01:26,293,6.03
09/10/2017 01:56,210,6.32
09/10/2017 02:26,535,4.75
09/10/2017 02:56,347,5.95
09/10/2017 03:26,264,6.32
09/10/2017 03:56,183,5.41
09/10/2017 04:26,308,6.48
09/10/2017 04:56,257,5.78
09/10/2017 05:26,575,7.31
09/10/2017 05:56,838,7.965
09/10/2017 06:26,460,7.02
09/10/2017 06:56,460,5.615
09/10/2017 07:26,717,5.655
09/10/2017 07:56,433,7.31
09/10/2017 08:26,362,6.36
09/10/2017 08:56,155,4.18
09/10/2017 09:26,430,6.07
09/10/2017 09:56,588,7.43
09/10/2017 10:26,120,4.875
09/10/2017 10:56,224,6.28
09/10/2017 11:26,179,5.95
09/10/2017 11:56,397,5.91
09/10/2017 12:26,220,5.7
09/10/2017 12:56,228,6.73
09/10/2017 13:26,669,5.95
09/10/2017 13:56,1146,9.84
09/10/2017 14:26,473,7.14
09/10/2017 14:56,259,6.15
09/10/2017 15:26,333,6.65
09/10/2017 15:56,446,8.05
09/10/2017 16:26,427,6.195
09/10/2017 16:56,154,4.755
09/10/2017 17:26,532,7.06
09/10/2017 17:56,244,6.81
09/10/2017 18:26,503,7.88
09/10/2017 18:56,1017,8.83
09/10/2017 19:26,596,6.24
09/10/2017 19:56,834,5.33
09/10/2017 20:26,596,7.06
09/10/2017 20:56,1048,9.86
09/10/2017 21:26,1170.5,9.12
09/10/2017 21:56,1105,6.855
09/10/2017 22:26,756,7.925
09/10/2017 22:56,2205,10.69
09/10/2017 23:26,2033.5,10.03
09/10/2017 23:56,2358,11.065
10/10/2017 00:26,1971,13.795
10/10/2017 00:56,959.5,11.985
10/10/2017 01:26,959.5,9.91
10/10/2017 01:56,959.5,13.405
10/10/2017 02:26,959.5,10.675
10/10/2017 02:56,959.5,9.916666667
10/10/2017 03:26,959.5,9.66
10/10/2017 03:56,959.5,8.71
10/10/2017 04:26,9,6.89
10/10/2017 04:56,1492,8.005
10/10/2017 05:26,1196,8.915
10/10/2017 05:56,1683,9.41
10/10/2017 06:26,2312,11.275
10/10/2017 06:56,1485,10.6
10/10/2017 07:26,2074,9.04
10/10/2017 07:56,982,8.38
10/10/2017 08:26,880,7.88
10/10/2017 08:56,1567.5,10.185
10/10/2017 09:26,840,6.07
10/10/2017 09:56,638,5.82
10/10/2017 10:26,660.5,6.855
10/10/2017 10:56,417,5.945
10/10/2017 11:26,652,7.885
10/10/2017 11:56,1185,9.49
10/10/2017 12:26,1001,8.79
10/10/2017 12:56,2162.5,11.515
10/10/2017 13:26,1560,8.09
10/10/2017 13:56,2333,11.985
10/10/2017 14:26,2340,10.86
10/10/2017 14:56,2303,12.225
10/10/2017 15:26,2383,14.19
10/10/2017 15:56,2338,14.175
10/10/2017 16:26,2015,10.27
10/10/2017 16:56,1717,7.88
10/10/2017 17:26,2227,12.985
10/10/2017 17:56,2356,12.695
10/10/2017 18:26,2373,9.655
10/10/2017 18:56,1707.5,8.585
10/10/2017 19:26,2232,14
10/10/2017 19:56,38,14.015
10/10/2017 20:26,38,15.205
10/10/2017 20:56,38,17.275
10/10/2017 21:26,38,16.81
10/10/2017 21:56,38,13.105
10/10/2017 22:26,38,10.8
10/10/2017 22:56,38,16.72
10/10/2017 23:26,38,13.77666667
10/10/2017 23:56,38,12.93
11/10/2017 00:26,-7,18.07
11/10/2017 00:56,-7,15.235
11/10/2017 01:26,-8,16.86
11/10/2017 01:56,2,16.21
11/10/2017 02:26,2,14.935
11/10/2017 02:56,2,14.76
11/10/2017 03:26,2,19.325
11/10/2017 03:56,2,15.715
11/10/2017 04:26,2,18.11
11/10/2017 04:56,2,14.35
11/10/2017 05:26,2,15.075
11/10/2017 05:56,2,18.51
11/10/2017 06:26,2,12.52
11/10/2017 06:56,2234,14.61
11/10/2017 07:26,2304,13.23
11/10/2017 07:56,2241,14.53
11/10/2017 08:26,2194,13.815
11/10/2017 08:56,2314,15.23
11/10/2017 09:26,2294,17.14
11/10/2017 09:56,2349,13.7
11/10/2017 10:26,2035.5,9.325
11/10/2017 10:56,2371,12.045
11/10/2017 11:26,2134,8.785
11/10/2017 11:56,2113.5,9.61
11/10/2017 12:26,1354,9.035
11/10/2017 12:56,2326,11.69
11/10/2017 13:26,2247,10.98
11/10/2017 13:56,2321,13.58
11/10/2017 14:26,934,9.12
11/10/2017 14:56,1457,9.61
11/10/2017 15:26,620,7.8
11/10/2017 15:56,292,5.74
11/10/2017 16:26,715,7.88
11/10/2017 16:56,2243,9.77
11/10/2017 17:26,2349,12.99
11/10/2017 17:56,2252,12.875
11/10/2017 18:26,2326,13.97
11/10/2017 18:56,1954,11.095
11/10/2017 19:26,2345,11.57
11/10/2017 19:56,2276.5,9.243333333
11/10/2017 20:26,1478.5,8.54
11/10/2017 20:56,915,6.195
11/10/2017 21:26,778,8.665
11/10/2017 21:56,2318,11.7
11/10/2017 22:26,740,7.59
11/10/2017 22:56,743,9.035
11/10/2017 23:26,234.5,9.035
11/10/2017 23:56,19,7.97
12/10/2017 00:26,19,11.63
12/10/2017 00:56,19,8.95
12/10/2017 01:26,19,10.92
12/10/2017 01:56,39,9.12
12/10/2017 02:26,33,9.78
12/10/2017 02:56,25.5,8.38
12/10/2017 03:26,25.5,8.295
12/10/2017 03:56,25.5,7.88
12/10/2017 04:26,25.5,9.33
12/10/2017 04:56,25.5,8.83
12/10/2017 05:26,1252,9.82
12/10/2017 05:56,1328.5,9.53
12/10/2017 06:26,1490,9.92
12/10/2017 06:56,1188,9.405
12/10/2017 07:26,2287,11.93
12/10/2017 07:56,1737,11.22
12/10/2017 08:26,2012,9.425
12/10/2017 08:56,1604.5,7.47
12/10/2017 09:26,1499,9.57
12/10/2017 09:56,2268,12.165
12/10/2017 10:26,2298,12.46
12/10/2017 10:56,2143.5,11.81
12/10/2017 11:26,2058.5,11.24
12/10/2017 11:56,2190,12.045
12/10/2017 12:26,2269,12.46
12/10/2017 12:56,1810.5,9.78
12/10/2017 13:26,1544.5,9.28
12/10/2017 13:56,2278,13.46
12/10/2017 14:26,673.5,9.28
12/10/2017 14:56,673.5,13.23
12/10/2017 15:26,2342,10.12
12/10/2017 15:56,2294,10.045
12/10/2017 16:26,2176.5,11.335
12/10/2017 16:56,2249,12.34
12/10/2017 17:26,1181,8.295
12/10/2017 17:56,845,13.225
12/10/2017 18:26,66,6.895
12/10/2017 18:56,1293,8.375
12/10/2017 19:26,1724,11.1
12/10/2017 19:56,10,10.12
12/10/2017 20:26,13,12.455
12/10/2017 20:56,13,13.82
12/10/2017 21:26,-5,8.415
12/10/2017 21:56,-7,13.35
12/10/2017 22:26,8,13.17
12/10/2017 22:56,17,14.3
12/10/2017 23:26,18,17.555
12/10/2017 23:56,18,13.88
13/10/2017 00:26,18,10.98
13/10/2017 00:56,18,13.7
13/10/2017 01:26,18,11.51
13/10/2017 01:56,18,16.12
13/10/2017 02:26,18,12.695
13/10/2017 02:56,18,13.345
13/10/2017 03:26,2321,10.975
13/10/2017 03:56,13.5,10.98
13/10/2017 04:26,2301.5,14.405
13/10/2017 04:56,2245,11.1
13/10/2017 05:26,2278,12.045
13/10/2017 05:56,2257,15.59
13/10/2017 06:26,2209,13.405
13/10/2017 06:56,2321,18.07
13/10/2017 07:26,2367,12.87
13/10/2017 07:56,2318,15.7
13/10/2017 08:26,2332,14.115
13/10/2017 08:56,2360,13.105
13/10/2017 09:26,2229,18.855
13/10/2017 09:56,1058,15.84
13/10/2017 10:26,1058,15.01
13/10/2017 10:56,1058,15.835
13/10/2017 11:26,1058,16.72
13/10/2017 11:56,5,12.635
13/10/2017 12:26,5,15.845
13/10/2017 12:56,5,12.87
13/10/2017 13:26,-1,16.905
13/10/2017 13:56,-1,15.19
13/10/2017 14:26,2279,16.255
13/10/2017 14:56,2161,15.79
13/10/2017 15:26,2359,12.455
13/10/2017 15:56,2339,12.34
13/10/2017 16:26,2256,14.235
13/10/2017 16:56,1037,10.005
13/10/2017 17:26,773,7.72
13/10/2017 17:56,644,7.595
13/10/2017 18:26,1482.5,8.545
13/10/2017 18:56,1122,8.295
13/10/2017 19:26,771,6.4
13/10/2017 19:56,652,8.045
13/10/2017 20:26,1050,7.635
13/10/2017 20:56,1929,11.215
13/10/2017 21:26,1416.5,9.61
13/10/2017 21:56,829,8.38
13/10/2017 22:26,1454,9.885
13/10/2017 22:56,2366.5,9.28
13/10/2017 23:26,33,9.28
13/10/2017 23:56,33,8.46
14/10/2017 00:26,33,9.12
14/10/2017 00:56,33,10.63
14/10/2017 01:26,1579.5,10.225
14/10/2017 01:56,1237,8.995
14/10/2017 02:26,741,6.4
14/10/2017 02:56,2228.5,12.75
14/10/2017 03:26,1371,9.695
14/10/2017 03:56,1283,8.73
14/10/2017 04:26,860,8.17
14/10/2017 04:56,970,7.91
14/10/2017 05:26,1179,7.97
14/10/2017 05:56,690,6.275
14/10/2017 06:26,1653,11.04
14/10/2017 06:56,1281,8.46
14/10/2017 07:26,730,6.81
14/10/2017 07:56,593,8.215
14/10/2017 08:26,594,6.895
14/10/2017 08:56,851,8.295
14/10/2017 09:26,426,6.32
14/10/2017 09:56,333,6.815
14/10/2017 10:26,98,4.755
14/10/2017 10:56,1113,8.79
14/10/2017 11:26,930,6.32
14/10/2017 11:56,1010,8.625
14/10/2017 12:26,880,7.39
14/10/2017 12:56,621,7.64
14/10/2017 13:26,1065,8.09
14/10/2017 13:56,1993.5,9.57
14/10/2017 14:26,1405.5,7.715
14/10/2017 14:56,2387,12.34
14/10/2017 15:26,2341,12.52
14/10/2017 15:56,2345,10.35
14/10/2017 16:26,2313,11.81
14/10/2017 16:56,915,7.18
14/10/2017 17:26,1165,6.11
14/10/2017 17:56,2254,15.13
14/10/2017 18:26,1178,9.705
14/10/2017 18:56,1770.5,12.22
14/10/2017 19:26,2301,13.41
14/10/2017 19:56,1688,9.715
14/10/2017 20:26,2318,9.825
14/10/2017 20:56,2272,9.82
14/10/2017 21:26,-5,9.86
14/10/2017 21:56,-5,11.275
14/10/2017 22:26,-5,10.35
14/10/2017 22:56,-5,8.34
14/10/2017 23:26,4,9.325
14/10/2017 23:56,4,8.46
15/10/2017 00:26,43,6.565
15/10/2017 00:56,43,11.34
15/10/2017 01:26,48,8.71
15/10/2017 01:56,48,8.91
15/10/2017 02:26,31,9.94
15/10/2017 02:56,31,10.32
15/10/2017 03:26,31,9.336666667
15/10/2017 03:56,31,8.87
15/10/2017 04:26,31,12.93
15/10/2017 04:56,31,10.98
15/10/2017 05:26,31,15.93
15/10/2017 05:56,31,13.995
15/10/2017 06:26,13,17.465
15/10/2017 06:56,0,17.185
15/10/2017 07:26,0,19.46
15/10/2017 07:56,0,14.305
15/10/2017 08:26,0,16.21
15/10/2017 08:56,0,15.47
15/10/2017 09:26,0,18.205
15/10/2017 09:56,0,12.285
15/10/2017 10:26,4,16.53
15/10/2017 10:56,1963,17.045
15/10/2017 11:26,2325,17.045
15/10/2017 11:56,2316.5,14.41
15/10/2017 12:26,2280,13.935
15/10/2017 12:56,2322,14.54
15/10/2017 13:26,2265,13.345
15/10/2017 13:56,2312,18.53
15/10/2017 14:26,2325,19.935
15/10/2017 14:56,2327,15.195
15/10/2017 15:26,2288,11.81
15/10/2017 15:56,2392,12.22
15/10/2017 16:26,2156.5,10.745
15/10/2017 16:56,2167,9.82
15/10/2017 17:26,1387,9.2
15/10/2017 17:56,966,6.69
15/10/2017 18:26,612,8.46
15/10/2017 18:56,83,4.43
15/10/2017 19:26,-43,2.54
15/10/2017 19:56,49,4.34
15/10/2017 20:26,-43,1.31
15/10/2017 20:56,76,4.385
15/10/2017 21:26,6,2.95
15/10/2017 21:56,6,2.42
15/10/2017 22:26,43,3.85
15/10/2017 22:56,155,4.18
15/10/2017 23:26,202.5,4.02
15/10/2017 23:56,351,6.4
16/10/2017 00:26,445,6.28
16/10/2017 00:56,545,5.535
16/10/2017 01:26,645,5.865
16/10/2017 01:56,175,4.1
16/10/2017 02:26,626,7.06
16/10/2017 02:56,797,6.315
16/10/2017 03:26,116,3.85
16/10/2017 03:56,216,5.29
16/10/2017 04:26,68,2.99
16/10/2017 04:56,47,3.61
16/10/2017 05:26,247,4.1
16/10/2017 05:56,231,5.58
16/10/2017 06:26,974,7.1
16/10/2017 06:56,1058,8.71
16/10/2017 07:26,483,5.74
16/10/2017 07:56,240,4.71
16/10/2017 08:26,1511,7.345
16/10/2017 08:56,384,4.43
16/10/2017 09:26,1608.5,8.09
16/10/2017 09:56,2297,10.90333333
16/10/2017 10:26,2305,11.215
16/10/2017 10:56,2347,9.37
16/10/2017 11:26,2335,9.94
16/10/2017 11:56,2330,11.76
16/10/2017 12:26,1832.5,10.175
16/10/2017 12:56,1596,6.4
16/10/2017 13:26,1522,7.18
16/10/2017 13:56,936,6.275
16/10/2017 14:26,1166,8.5
16/10/2017 14:56,24,6.69
16/10/2017 15:26,24,6.07
16/10/2017 15:56,707,6.673333333
16/10/2017 16:26,2270,10.8
16/10/2017 16:56,2408,15.19
16/10/2017 17:26,2297,16.115
16/10/2017 17:56,2307.5,20.25
16/10/2017 18:26,2243,23.94
16/10/2017 18:56,-9,16.14333333
16/10/2017 19:26,4,21.48
16/10/2017 19:56,0,19.09
16/10/2017 20:26,5,26.755
16/10/2017 20:56,5,26.755
16/10/2017 21:26,5,26.755
16/10/2017 21:56,5,26.755
16/10/2017 22:26,5,26.755
16/10/2017 22:56,5,26.755
16/10/2017 23:26,5,26.755
16/10/2017 23:56,5,26.755
17/10/2017 00:26,5,26.755
17/10/2017 00:56,5,26.755
17/10/2017 01:26,15,20.3
17/10/2017 01:56,7,20.335
17/10/2017 02:26,42,17.42
17/10/2017 02:56,-25,23.94
17/10/2017 03:26,44,23.975
17/10/2017 03:56,41,20.17
17/10/2017 04:26,7,16.95
17/10/2017 04:56,11,16.61
17/10/2017 05:26,11,19.23666667
